"Planning_Area","Subzone","Subzone_Lat","Subzone_Long","Hospital_Polyclinic","Hospital_Polyclinic_Lat","Hospital_Polyclinic_Long","Distance_km"
"Ang Mo Kio","Townsville",1.365354635,103.8484727,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,4.87724666118863
"Ang Mo Kio","Townsville",1.365354635,103.8484727,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,5.51888888365078
"Ang Mo Kio","Yio Chu Kang",1.38558095,103.8462917,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,1.23214970137646
"Ang Mo Kio","Yio Chu Kang",1.38558095,103.8462917,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,3.87864203908397
"Ang Mo Kio","Yio Chu Kang",1.38558095,103.8462917,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,4.40191419145954
"Ang Mo Kio","Yio Chu Kang",1.38558095,103.8462917,"NATIONAL HEALTHCARE GROUP POLYCLINICS - YISHUN",1.430583,103.840191,5.04974417358956
"Ang Mo Kio","Yio Chu Kang",1.38558095,103.8462917,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,5.07845498827217
"Ang Mo Kio","Yio Chu Kang East",1.383470389,103.8533961,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,1.30459951920031
"Ang Mo Kio","Yio Chu Kang East",1.383470389,103.8533961,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,4.25600830459366
"Ang Mo Kio","Yio Chu Kang East",1.383470389,103.8533961,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,4.41881958986761
"Ang Mo Kio","Yio Chu Kang East",1.383470389,103.8533961,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,4.77323369684715
"Ang Mo Kio","Yio Chu Kang East",1.383470389,103.8533961,"SINGHEALTH POLYCLINICS - SENGKANG",1.392945,103.895375,4.78391797996656
"Ang Mo Kio","Yio Chu Kang North",1.393696874,103.8468511,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,2.13655975171668
"Ang Mo Kio","Yio Chu Kang North",1.393696874,103.8468511,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,3.07364137049329
"Ang Mo Kio","Yio Chu Kang North",1.393696874,103.8468511,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,3.53058309900555
"Ang Mo Kio","Yio Chu Kang North",1.393696874,103.8468511,"NATIONAL HEALTHCARE GROUP POLYCLINICS - YISHUN",1.430583,103.840191,4.16783191202304
"Ang Mo Kio","Yio Chu Kang North",1.393696874,103.8468511,"SENGKANG GENERAL HOSPITAL",1.395568,103.894595,5.31138349634909
"Ang Mo Kio","Yio Chu Kang West",1.381281675,103.8400624,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,0.988236874066956
"Ang Mo Kio","Yio Chu Kang West",1.381281675,103.8400624,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KHATIB",1.418365,103.834375,4.17166289292139
"Ang Mo Kio","Yio Chu Kang West",1.381281675,103.8400624,"KHOO TECK PUAT HOSPITAL",1.42457,103.839433,4.81395058003147
"Ang Mo Kio","Yio Chu Kang West",1.381281675,103.8400624,"NATIONAL HEALTHCARE GROUP POLYCLINICS - YISHUN",1.430583,103.840191,5.4820758555724
"Ang Mo Kio","Yio Chu Kang West",1.381281675,103.8400624,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,5.58025632509642
"Bedok","Bayshore",1.313840269,103.9486508,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,2.35937282150834
"Bedok","Bayshore",1.313840269,103.9486508,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,2.97560549756705
"Bedok","Bayshore",1.313840269,103.9486508,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,4.6459947788899
"Bedok","Bayshore",1.313840269,103.9486508,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,4.8774662813442
"Bedok","Bayshore",1.313840269,103.9486508,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,6.65330171452726
"Bedok","Bedok North",1.330427053,103.9360164,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,0.524529328478761
"Bedok","Bedok North",1.330427053,103.9360164,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,1.91233093386884
"Bedok","Bedok North",1.330427053,103.9360164,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,3.22649312330478
"Bedok","Bedok North",1.330427053,103.9360164,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,4.35808154189522
"Bedok","Bedok North",1.330427053,103.9360164,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,4.99992531818364
"Bedok","Bedok Reservoir",1.340040724,103.9263295,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,1.55304720553073
"Bedok","Bedok Reservoir",1.340040724,103.9263295,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,2.62175539843719
"Bedok","Bedok Reservoir",1.340040724,103.9263295,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,2.94325925021847
"Bedok","Bedok Reservoir",1.340040724,103.9263295,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,4.46864700405703
"Bedok","Bedok Reservoir",1.340040724,103.9263295,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,4.61451699709468
"Bedok","Bedok South",1.321442781,103.9445541,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,1.51065793213774
"Bedok","Bedok South",1.321442781,103.9445541,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,2.20866139089177
"Bedok","Bedok South",1.321442781,103.9445541,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,4.02768094236742
"Bedok","Bedok South",1.321442781,103.9445541,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,4.53227115048058
"Bedok","Bedok South",1.321442781,103.9445541,"SINGHEALTH POLYCLINICS - PASIR RIS",1.373674,103.948332,5.82301074235644
"Bedok","Frankel",1.314778991,103.920429,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,1.90246801607975
"Bedok","Frankel",1.314778991,103.920429,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,1.93459334994414
"Bedok","Frankel",1.314778991,103.920429,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,3.72960094410793
"Bedok","Frankel",1.314778991,103.920429,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,4.35477240950642
"Bedok","Frankel",1.314778991,103.920429,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,5.55491295436392
"Bedok","Kaki Bukit",1.335577667,103.9095647,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,2.69084615253778
"Bedok","Kaki Bukit",1.335577667,103.9095647,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,3.05239724273188
"Bedok","Kaki Bukit",1.335577667,103.9095647,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,3.66759104575077
"Bedok","Kaki Bukit",1.335577667,103.9095647,"NATIONAL HEALTHCARE GROUP POLYCLINICS - HOUGANG",1.370231,103.889319,4.46238603006807
"Bedok","Kaki Bukit",1.335577667,103.9095647,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,4.51898658908867
"Bedok","Kembangan",1.324805841,103.9156144,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,1.88470147629423
"Bedok","Kembangan",1.324805841,103.9156144,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,2.59477643175552
"Bedok","Kembangan",1.324805841,103.9156144,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,3.20790771681235
"Bedok","Kembangan",1.324805841,103.9156144,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,4.19597717932971
"Bedok","Kembangan",1.324805841,103.9156144,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,4.9817399575747
"Bedok","Siglap",1.306590764,103.9270862,"SINGHEALTH POLYCLINICS - MARINE PARADE",1.302615,103.908394,2.12444571067337
"Bedok","Siglap",1.306590764,103.9270862,"SINGHEALTH POLYCLINICS - BEDOK",1.327443,103.932362,2.39168657589874
"Bedok","Siglap",1.306590764,103.9270862,"CHANGI GENERAL HOSPITAL",1.340571,103.949908,4.55113796408476
"Bedok","Siglap",1.306590764,103.9270862,"NATIONAL HEALTHCARE GROUP POLYCLINICS - GEYLANG",1.319611,103.887229,4.66129436922134
"Bedok","Siglap",1.306590764,103.9270862,"SINGHEALTH POLYCLINICS - TAMPINES",1.357631,103.946114,6.05677363525408
"Bishan","Bishan East",1.349823908,103.8530143,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,1.79768979079596
"Bishan","Bishan East",1.349823908,103.8530143,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,2.85909778843237
"Bishan","Bishan East",1.349823908,103.8530143,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,3.24098484502359
"Bishan","Bishan East",1.349823908,103.8530143,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,3.72619238530191
"Bishan","Bishan East",1.349823908,103.8530143,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,4.39909408434973
"Bishan","Marymount",1.354359987,103.8448884,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,2.24297121386412
"Bishan","Marymount",1.354359987,103.8448884,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,2.68053342042672
"Bishan","Marymount",1.354359987,103.8448884,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,3.64753244766337
"Bishan","Marymount",1.354359987,103.8448884,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,4.45672043831481
"Bishan","Marymount",1.354359987,103.8448884,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,4.85944570540297
"Bishan","Upper Thomson",1.357666632,103.8322824,"NATIONAL HEALTHCARE GROUP POLYCLINICS - ANG MO KIO",1.37451,103.84582,2.40258632538774
"Bishan","Upper Thomson",1.357666632,103.8322824,"NATIONAL HEALTHCARE GROUP POLYCLINICS - TOA PAYOH",1.334796,103.858977,3.90810880658751
"Bishan","Upper Thomson",1.357666632,103.8322824,"TAN TOCK SENG HOSPITAL PTE LTD",1.321571,103.845849,4.2876375612731
"Bishan","Upper Thomson",1.357666632,103.8322824,"NATIONAL HEALTHCARE GROUP POLYCLINICS - KALLANG",1.316859,103.859038,5.42550920926877
"Bishan","Upper Thomson",1.357666632,103.8322824,"KK WOMEN'S AND CHILDREN'S HOSPITAL",1.310712,103.847062,5.47351941805885
"Boon Lay","Liu Fang",1.318252778,103.7082322,"PIONEER POLYCLINIC",1.338732,103.700228,2.44485080280509
"Boon Lay","Liu Fang",1.318252778,103.7082322,"JURONG POLYCLINIC",1.350189,103.730642,4.33781246061777
"Boon Lay","Liu Fang",1.318252778,103.7082322,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,4.42044594933943
"Boon Lay","Liu Fang",1.318252778,103.7082322,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,5.89307983825079
"Boon Lay","Liu Fang",1.318252778,103.7082322,"CLEMENTI POLYCLINIC",1.312991,103.765878,6.43488489267941
"Boon Lay","Samulun",1.308060598,103.7022969,"PIONEER POLYCLINIC",1.338732,103.700228,3.41825026375064
"Boon Lay","Samulun",1.308060598,103.7022969,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,5.53498963449247
"Boon Lay","Samulun",1.308060598,103.7022969,"JURONG POLYCLINIC",1.350189,103.730642,5.64560923769253
"Boon Lay","Samulun",1.308060598,103.7022969,"CLEMENTI POLYCLINIC",1.312991,103.765878,7.08927660673146
"Boon Lay","Samulun",1.308060598,103.7022969,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,7.1393923697941
"Boon Lay","Shipyard",1.307497297,103.6892828,"PIONEER POLYCLINIC",1.338732,103.700228,3.68009886287407
"Boon Lay","Shipyard",1.307497297,103.6892828,"JURONG POLYCLINIC",1.350189,103.730642,6.60861383924664
"Boon Lay","Shipyard",1.307497297,103.6892828,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,6.8347111522049
"Boon Lay","Shipyard",1.307497297,103.6892828,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,8.28828700142624
"Boon Lay","Shipyard",1.307497297,103.6892828,"CLEMENTI POLYCLINIC",1.312991,103.765878,8.53665541104843
"Boon Lay","Tukang",1.32565041,103.7092505,"PIONEER POLYCLINIC",1.338732,103.700228,1.76687829331645
"Boon Lay","Tukang",1.32565041,103.7092505,"JURONG POLYCLINIC",1.350189,103.730642,3.61937213541029
"Boon Lay","Tukang",1.32565041,103.7092505,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,4.04765786543926
"Boon Lay","Tukang",1.32565041,103.7092505,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,5.30937584514122
"Boon Lay","Tukang",1.32565041,103.7092505,"CLEMENTI POLYCLINIC",1.312991,103.765878,6.45048896647008
"Bukit Batok","Brickworks",1.355656681,103.7422188,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0.845571705035699
"Bukit Batok","Brickworks",1.355656681,103.7422188,"JURONG POLYCLINIC",1.350189,103.730642,1.42330861499857
"Bukit Batok","Brickworks",1.355656681,103.7422188,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,2.39298811793491
"Bukit Batok","Brickworks",1.355656681,103.7422188,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,3.16458995982738
"Bukit Batok","Brickworks",1.355656681,103.7422188,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,3.70434856784351
"Bukit Batok","Bukit Batok Central",1.347994465,103.7504133,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0.49014703993957
"Bukit Batok","Bukit Batok Central",1.347994465,103.7504133,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,1.65605044387863
"Bukit Batok","Bukit Batok Central",1.347994465,103.7504133,"JURONG POLYCLINIC",1.350189,103.730642,2.21136379420847
"Bukit Batok","Bukit Batok Central",1.347994465,103.7504133,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,3.82529632879976
"Bukit Batok","Bukit Batok Central",1.347994465,103.7504133,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,4.08624515985456
"Bukit Batok","Bukit Batok East",1.349136451,103.7575371,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,1.00957301445154
"Bukit Batok","Bukit Batok East",1.349136451,103.7575371,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,2.18911929698957
"Bukit Batok","Bukit Batok East",1.349136451,103.7575371,"JURONG POLYCLINIC",1.350189,103.730642,2.99205890835652
"Bukit Batok","Bukit Batok East",1.349136451,103.7575371,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,3.743398477997
"Bukit Batok","Bukit Batok East",1.349136451,103.7575371,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,3.8062387895138
"Bukit Batok","Bukit Batok South",1.341039356,103.758126,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,1.60137608728732
"Bukit Batok","Bukit Batok South",1.341039356,103.758126,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,1.67886415964082
"Bukit Batok","Bukit Batok South",1.341039356,103.758126,"JURONG POLYCLINIC",1.350189,103.730642,3.2201821940638
"Bukit Batok","Bukit Batok South",1.341039356,103.758126,"CLEMENTI POLYCLINIC",1.312991,103.765878,3.23569889828665
"Bukit Batok","Bukit Batok South",1.341039356,103.758126,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,4.64316635299697
"Bukit Batok","Bukit Batok West",1.347480142,103.7422573,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0.9101660060881
"Bukit Batok","Bukit Batok West",1.347480142,103.7422573,"JURONG POLYCLINIC",1.350189,103.730642,1.32587232433528
"Bukit Batok","Bukit Batok West",1.347480142,103.7422573,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,1.49220567089894
"Bukit Batok","Bukit Batok West",1.347480142,103.7422573,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,4.02869153476567
"Bukit Batok","Bukit Batok West",1.347480142,103.7422573,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,4.48318060056255
"Bukit Batok","Gombak",1.369287868,103.7574856,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,1.57262405536018
"Bukit Batok","Gombak",1.369287868,103.7574856,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,1.5941469115231
"Bukit Batok","Gombak",1.369287868,103.7574856,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,2.12651710282803
"Bukit Batok","Gombak",1.369287868,103.7574856,"JURONG POLYCLINIC",1.350189,103.730642,3.66258577730533
"Bukit Batok","Gombak",1.369287868,103.7574856,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,4.14782164411102
"Bukit Batok","Guilin",1.355463964,103.753812,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,0.651252555343882
"Bukit Batok","Guilin",1.355463964,103.753812,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,2.56828469109944
"Bukit Batok","Guilin",1.355463964,103.753812,"JURONG POLYCLINIC",1.350189,103.730642,2.6416107444175
"Bukit Batok","Guilin",1.355463964,103.753812,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,2.99647855640488
"Bukit Batok","Guilin",1.355463964,103.753812,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,3.18453715133263
"Bukit Batok","Hillview",1.355649486,103.7639193,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,1.70606078640944
"Bukit Batok","Hillview",1.355649486,103.7639193,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,3.08027203029723
"Bukit Batok","Hillview",1.355649486,103.7639193,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,3.20169183423079
"Bukit Batok","Hillview",1.355649486,103.7639193,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,3.24837966403125
"Bukit Batok","Hillview",1.355649486,103.7639193,"JURONG POLYCLINIC",1.350189,103.730642,3.7487341993795
"Bukit Batok","Hong Kah North",1.362712139,103.7480038,"BUKIT BATOK POLYCLINIC",1.352161,103.748974,1.17817987501805
"Bukit Batok","Hong Kah North",1.362712139,103.7480038,"CHOA CHU KANG POLYCLINIC",1.382356,103.752076,2.23071149972111
"Bukit Batok","Hong Kah North",1.362712139,103.7480038,"JURONG POLYCLINIC",1.350189,103.730642,2.37991484277532
"Bukit Batok","Hong Kah North",1.362712139,103.7480038,"BUKIT PANJANG POLYCLINIC",1.383194,103.760973,2.69543982550763
"Bukit Batok","Hong Kah North",1.362712139,103.7480038,"NG TENG FONG GENERAL HOSPITAL & JURONG COMMUNITY HOSPITAL",1.334271,103.744626,3.18472364525685
"Bukit Merah","Alexandra Hill",1.287505823,103.8095865,"ALEXANDRA HOSPITAL",1.286829,103.802524,0.788714844033842
"Bukit Merah","Alexandra Hill",1.287505823,103.8095865,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,0.971054224681769
"Bukit Merah","Alexandra Hill",1.287505823,103.8095865,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,1.53238817070722
"Bukit Merah","Alexandra Hill",1.287505823,103.8095865,"NATIONAL UNIVERSITY HOSPITAL",1.294064,103.782751,3.07105070831034
"Bukit Merah","Alexandra Hill",1.287505823,103.8095865,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,3.13413284686972
"Bukit Merah","Alexandra North",1.292281018,103.820274,"SINGHEALTH POLYCLINICS - BUKIT MERAH",1.284206,103.817674,0.943274492050995
"Bukit Merah","Alexandra North",1.292281018,103.820274,"ALEXANDRA HOSPITAL",1.286829,103.802524,2.06423858582232
"Bukit Merah","Alexandra North",1.292281018,103.820274,"QUEENSTOWN POLYCLINIC",1.298751,103.801618,2.19516103511725
"Bukit Merah","Alexandra North",1.292281018,103.820274,"SINGAPORE GENERAL HOSPITAL",1.279673,103.836669,2.29940450074863
"Bukit Merah","Alexandra North",1.292281018,103.820274,"SINGHEALTH POLYCLINICS - OUTRAM",1.279985,103.83916,2.5054498494864
